0,-214410031.731486,6156482.839096,-40009.082892,-106798.867900,-22075.865011,-131.213147,-42677.883959,-1345.726290,-2139.740820,1252.082560,-396.492806,-451.881976,155.053610,-92.069785,-67.581933,183.996477,-161.393108,-16.945795,41.943659,45.737818,26.029283,-14.699595,-4.819255,3.769776,20.668852,-28.340090,15.729695,2.274766,15.408048,-0.004315,-0.164680,-1.170905,2.063531,-0.469275,1.729590,0.488902,0.441536,-0.311586,-0.076167,0.020626,0.307093,-0.049044,-0.032078,-0.151465,0.042326,-0.005667,-0.001086,-0.000197,0.077238,0.251920,0.010498,-0.142601,-0.000511,0.014011,-0.058712,-0.115202,0.056241,0.038242,0.130300,-0.072210,0.024198,-0.083566,0.009744,-0.025302,0.027426,-0.005772,0.028379,-0.016780,-0.039164,0.014124,0.004373,0.029633,0.010703,0.027703,0.034497,-0.007202,0.033642,0.018482,0.003683,-0.014030,0.003308,-0.002528,-0.003579,0.009892,0.005375,-0.005223,0.004126,0.000081,0.012458,-0.004966,-0.004107,-0.002644,0.000573,0.004455,0.000742,0.000251,0.010003,-0.002461,0.000007,-0.001208
1,888722705.605294,-5697653.038198,-324635.044684,-14581.236920,33604.433584,-6616.477948,-62974.019123,5014.299745,-5103.807233,2853.937468,-371.430078,-139.431730,-264.225720,678.925533,184.047538,423.049446,-192.439157,-1.357593,-69.661358,101.418932,116.161698,9.017266,-36.893679,-30.411192,0.474416,-8.057998,-2.555218,-0.227580,-1.665834,-0.611894,-0.742756,-2.226098,1.357106,-0.321626,-0.512138,0.156872,0.858741,0.283784,-0.624690,0.147215,-0.026152,0.034798,-0.030799,-0.049915,0.090020,-0.001951,0.107530,-0.008260,-0.002608,0.159505,0.020683,-0.095219,-0.103902,-0.066180,-0.139290,-0.069129,-0.026119,0.016977,0.089423,-0.091928,0.018335,-0.009194,-0.001586,-0.018196,0.026539,-0.031054,0.014461,-0.035213,-0.044260,-0.044939,0.093900,-0.001784,0.016644,0.021692,-0.005911,-0.003527,0.001405,0.017370,-0.006427,-0.002590,0.006145,0.004282,0.000865,0.010197,0.003987,-0.003984,-0.000624,-0.003626,-0.012764,0.000601,0.004792,-0.005321,0.006356,0.020417,0.003568,0.003092,0.004354,0.000841,0.006413,-0.002123
2,-1834044557.427774,2012896.462142,-57575.076362,-77453.550531,48550.957817,3423.537938,-22131.213006,462.895476,2560.000549,-2431.303783,-1281.458436,-776.053030,108.096390,86.545496,-25.344925,-186.741716,384.605325,10.264981,2.024206,25.903893,28.724469,49.114252,11.067623,-36.195364,-29.454628,-5.650565,19.646033,1.980293,-2.480618,0.609928,-1.605124,-2.377968,0.380519,-0.329839,0.056268,-0.673882,0.218250,-0.174714,-0.058257,-0.124943,0.000052,-0.044151,-0.229376,0.520231,0.023861,-0.319355,-0.130729,-0.050746,-0.043007,-0.064195,0.068708,0.105851,-0.042090,0.051462,-0.033918,-0.005323,0.069160,0.044094,0.011982,0.012366,0.101696,0.026239,-0.031998,0.020576,-0.000470,-0.032845,-0.026404,-0.012197,-0.010241,0.030389,0.004146,-0.050523,0.007780,-0.005037,-0.024102,0.003403,0.009175,0.009026,-0.008896,0.001855,0.001748,0.013306,-0.000581,0.010012,-0.001845,0.008567,-0.012622,0.009554,-0.006744,-0.007129,-0.009077,0.004042,-0.002609,-0.008480,-0.002297,0.000568,-0.002650,0.001871,0.004263,-0.009482
3,-604087596.201190,1452041.081146,-123277.765525,-66751.057836,35449.159821,1439.544188,-13681.724960,-2333.485201,-1307.836187,580.551951,-283.330264,-269.205978,47.064608,644.325156,159.434186,-3.566890,26.247937,-65.766553,53.542521,-48.034298,-12.877442,-53.220398,-26.049677,11.852998,-17.127200,-4.806255,-0.687830,-0.699550,-0.313510,-0.344265,0.135555,3.560756,-0.096733,-0.299569,0.079965,-0.181682,0.288109,0.087634,-0.350180,-0.092096,0.224428,-0.007005,0.086771,0.026803,0.005047,0.010616,0.006298,-0.052738,-0.063018,0.155431,-0.112413,-0.068301,0.092953,-0.063057,-0.087952,-0.045802,-0.040170,0.012717,0.034236,-0.028123,0.061152,-0.033339,-0.052537,-0.023458,-0.014936,0.010239,-0.050379,-0.002112,-0.024724,0.000149,0.000756,0.011316,0.025243,-0.008037,0.029688,0.002031,-0.026902,0.034924,0.008501,-0.004858,-0.000412,-0.002749,0.004324,0.002733,0.004185,-0.001970,0.005655,0.008082,-0.001290,0.000971,0.000050,-0.001723,-0.003022,-0.002693,0.001505,-0.000686,-0.002552,-0.003826,-0.005397,-0.003756
4,52748431.237699,-4289884.474581,-255502.310414,-31562.412055,49142.084861,358.703139,25320.387579,-5583.576500,-2432.435069,1759.132287,710.168664,404.211214,-76.894940,702.004182,284.823057,206.523374,-113.891853,-110.474876,37.062560,-38.116762,7.216692,26.496287,6.036902,-23.801398,4.866699,-15.104446,-5.278701,-1.841887,1.225724,0.354341,-0.264425,1.774485,-1.142881,0.229026,0.143658,-1.225047,-1.100042,-0.628288,0.947027,-0.217618,1.042910,-0.094239,-0.094391,-0.178516,-0.167705,-0.012806,-0.192693,-0.141829,-0.038724,0.013431,0.000978,-0.015129,-0.032855,0.043191,-0.094254,-0.035883,0.032354,0.025066,0.012763,-0.011670,0.038220,0.023036,-0.022540,-0.054545,0.008198,0.023548,-0.041059,-0.003698,-0.010594,-0.008538,-0.017788,0.008713,-0.031528,-0.027788,-0.034741,0.004188,-0.016927,0.008420,-0.005571,-0.007756,-0.003068,-0.019543,0.004451,0.004845,-0.001152,0.006954,0.005702,-0.000536,-0.000009,0.002802,-0.005462,-0.004288,-0.000728,0.001797,0.002756,0.001359,0.004625,-0.002706,0.003057,-0.002346
5,-545717214.431152,-5674806.418035,1161369.577113,1208870.340625,-1457187.856081,49643.679339,-28738.282607,-1424.025959,-907.633609,3950.890147,-67.265992,606.253268,-7909.049729,201.864018,-1453.973531,-307.667365,-67.679722,-8.157108,-112.018580,-113.144917,109.946348,48.780909,-11.922463,32.232714,10.171819,6.158336,-3.421335,47.073843,-0.028175,-1.329323,0.509340,3.100273,-0.719102,-0.803878,-0.018283,-0.655666,-0.123601,0.684992,-0.470256,0.709294,0.351638,0.015420,-0.055046,0.265031,-0.413600,0.180118,-0.044562,0.094836,0.128982,0.035275,0.023973,-0.094779,-0.099271,-0.189231,0.359137,-0.245332,0.017229,-0.010858,-0.217009,0.293330,-0.062089,0.091417,0.024009,-0.033076,0.067250,-0.011591,0.037008,0.033914,-0.084753,0.015272,-0.059002,-0.011404,0.024176,0.000762,0.000644,-0.012516,0.010831,0.007987,0.001129,0.005763,0.025616,-0.008066,-0.004419,0.001788,-0.002156,0.000724,0.016595,-0.027258,-0.005760,-0.027017,0.004040,0.004015,-0.012465,0.003305,0.007033,0.015414,-0.001974,-0.000705,-0.009932,-0.005075
6,-226557992.744990,-879700.677621,-187229.291790,-69684.426165,14602.544642,4429.609533,73357.807419,686.576166,1082.446352,-1197.298645,-1547.792400,-1325.941034,88.391199,-290.963623,30.457972,45.796773,44.551878,95.959056,105.338997,9.642651,60.621064,-67.145971,-27.177752,7.355606,-57.517686,-20.578389,11.922147,4.505136,6.146389,0.046676,0.511768,2.299552,-0.084796,-0.361474,0.386404,0.673147,-0.019752,0.144434,-0.252069,-0.171477,0.170007,-0.030685,0.120532,0.063197,-0.081285,0.129962,0.031679,-0.052410,0.005452,0.020219,-0.026690,-0.048670,-0.055860,-0.029691,-0.007300,-0.023589,0.000207,-0.003322,-0.019775,-0.009868,0.015766,-0.024604,0.033357,0.001290,0.004792,-0.013914,-0.066750,0.022678,-0.011216,-0.009414,0.006130,0.012096,-0.000076,0.032288,-0.001454,0.007904,-0.003529,-0.022739,0.043679,-0.012339,0.005157,0.011282,-0.001547,-0.010215,0.002181,-0.004244,-0.024241,0.008306,-0.010331,0.000968,-0.004495,0.010647,0.002906,-0.005558,-0.019758,0.003603,-0.000615,-0.002769,-0.002713,-0.003212
7,-568541080.010238,-407923.341726,-160280.204787,-44582.072419,57041.226928,1903.850094,7633.869417,-2348.483164,867.195203,-959.886692,-1241.858989,-797.263078,-17.852585,44.468032,43.342027,-124.148699,45.637831,-46.095440,48.569712,7.384574,38.335090,-20.035052,-24.840133,-2.388488,35.319091,23.108291,-17.335276,-1.617655,-8.663491,0.099814,-0.068429,-1.289098,-0.208017,0.370309,-0.560659,-0.220705,-1.183819,1.135801,-0.822084,-0.236185,0.014762,-0.013816,0.024830,0.006830,-0.082596,0.094640,-0.010930,-0.038979,-0.191084,-0.155862,-0.010242,-0.053266,0.210549,-0.013362,-0.001230,0.016376,-0.033862,-0.030492,-0.079253,0.009565,0.074450,0.012880,0.000071,-0.019279,-0.003788,-0.037352,-0.012603,-0.013923,-0.010028,0.004292,-0.019527,-0.005586,0.003959,-0.041339,0.002908,0.001668,-0.001744,-0.012008,-0.002463,0.002304,-0.001720,-0.011582,-0.003578,0.001989,-0.005187,-0.001082,-0.007535,0.002201,-0.001007,-0.002212,-0.001472,0.003288,0.002109,0.000746,-0.004905,0.001209,-0.002660,-0.001137,-0.002120,0.000966
8,743613893.402790,1113920.286551,-186786.963072,-46469.080822,30284.716639,-2571.434893,-50116.651979,692.604895,-4008.118409,2169.385021,-243.282876,-206.217946,-55.204535,-130.265742,-41.916663,140.336518,-186.897163,3.028654,5.978970,10.782745,11.548333,3.894526,25.647692,-3.502755,11.072580,-69.427571,-23.034927,-0.488798,1.623308,-0.356681,0.264116,-1.081800,-5.212019,-0.752706,2.884591,0.631454,0.956986,0.206837,-0.391987,0.118599,-0.455329,0.197908,-0.073964,0.290949,-0.061681,0.098054,0.012121,0.140374,0.132642,-0.176306,0.093550,-0.068859,-0.110522,0.044136,0.044793,-0.016170,-0.048268,-0.027951,0.046343,-0.024792,-0.065584,0.051485,-0.035511,0.034535,0.083418,-0.003451,0.040414,-0.007333,-0.022337,0.006308,0.007749,-0.004678,-0.017136,0.012878,-0.023995,-0.007787,0.005122,0.000560,0.020548,0.000334,-0.000048,-0.007119,-0.005293,0.013206,-0.004531,0.001204,0.003781,-0.010501,-0.002869,0.006091,-0.003107,0.001629,-0.003428,-0.003088,0.000797,-0.001018,0.004796,-0.002399,0.001180,0.001408
9,-2446872255.518169,2532112.457324,-24799.691734,-115010.917535,20291.306812,5582.640777,-3076.661058,10742.716835,-430.672840,-1287.074703,-48.025459,-533.434641,239.788179,16.482652,-71.186479,-193.276816,183.103284,-17.504121,-52.495751,-11.798998,-23.268228,-31.755225,-5.753656,4.345843,-43.130729,-3.404480,3.850619,0.937168,3.396548,-0.941413,0.597986,2.847571,0.009575,-1.042171,0.238430,0.014294,-1.745023,-0.039231,0.539120,-0.543128,0.457376,-0.080434,-0.024267,-0.225705,-0.127202,0.099570,0.144258,-0.055827,0.096659,-0.055728,0.050013,0.030026,0.085234,0.032820,0.002386,-0.033884,0.048289,-0.021745,-0.005866,0.061527,0.027277,-0.032992,0.024631,0.114756,-0.025563,-0.103564,0.089848,-0.042939,-0.003493,0.017805,0.008949,-0.020105,0.001442,-0.015481,0.003440,-0.000424,-0.073585,0.001180,-0.002379,-0.006451,-0.002168,0.002781,-0.005844,-0.008341,0.005183,0.004566,-0.008573,-0.003877,0.011862,-0.002214,0.001598,-0.005005,0.004809,0.002021,0.004361,0.001474,0.000536,0.002909,0.001062,0.001127
10,-998032627.894535,1377261.224012,-109438.776402,-84476.804137,23234.945889,1213.893119,-35317.935890,-3790.288886,1270.741428,-922.619496,-1067.908125,-483.244712,48.666843,-560.749700,-118.350959,-98.725112,-104.035451,-47.961148,-105.562400,20.607447,-104.192538,-0.187718,-8.774784,4.290723,72.339607,5.774798,1.131772,1.114695,0.009439,0.479267,-0.242979,-2.202263,-1.006109,-0.351704,-1.977755,1.604099,0.293795,-0.340732,0.065064,0.235214,0.185283,0.021189,-0.070714,-0.090752,0.053986,-0.070716,-0.014180,0.053303,-0.175048,0.076553,0.040534,0.035431,0.417781,0.061880,0.036574,0.111722,-0.110861,-0.063377,-0.104115,-0.030689,-0.045346,0.022629,-0.032405,-0.001617,-0.004886,-0.003368,0.006211,0.011569,0.012038,0.000898,0.006824,-0.010285,0.001296,-0.036283,-0.001530,-0.009293,-0.036964,-0.008619,-0.003494,0.001998,-0.002637,0.002307,0.001440,-0.002306,0.000692,0.002736,-0.002562,0.002720,-0.005605,-0.002716,-0.003126,0.002181,-0.002320,0.004213,0.001234,0.004747,-0.006270,0.007173,0.002249,-0.000051
